,feature,median__pd,median__parse,median_diff
1232,linkf029__tu,0.0,0.0,
1056,agg508__tu,0.0,0.0,
531,us32s__tu,0.0,0.0,
914,linkf165__tu,0.0,0.0,
1119,agg608__tu,0.0,0.0,
1459,fr101s__tu,0.0,0.0,
1787,agg817__tu,0.0,0.0,
986,linkf119__tu,0.0,0.0,
1786,agg816__tu,0.0,0.0,
494,revs101__tu,0.0,0.0,
1759,paymnt03__tu,0.0,0.0,
1053,agg505__tu,0.0,0.0,
1192,agg301__tu,0.0,0.0,
764,businessassociationindex__ln,0.0,0.0,
1054,agg507__tu,0.0,0.0,
956,linkf207__tu,0.0,0.0,
1046,agg506__tu,0.0,0.0,
917,linkf168__tu,0.0,0.0,
1960,aggs107__tu,0.0,0.0,
1361,linkf002__tu,0.0,0.0,
1785,agg815__tu,0.0,0.0,
916,linkf167__tu,0.0,0.0,
125,aut232__tu,0.0,0.0,
1161,agg309__tu,0.0,0.0,
1118,agg607__tu,0.0,0.0,
1052,agg504__tu,0.0,0.0,
1885,au32s__tu,0.0,0.0,
1237,linkf043__tu,0.0,0.0,
1227,linka035__tu,0.0,0.0,
1350,linkb013__tu,0.0,0.0,
1356,linkb011__tu,0.0,0.0,
412,re33s__tu,0.0,0.0,
1656,hr57s__tu,0.0,0.0,
323,st33s__tu,0.0,0.0,
1757,paymnt01__tu,0.0,0.0,
49,bkc317__tu,0.0,0.0,
1475,fc05s__tu,0.0,0.0,
1495,br32s__tu,0.0,0.0,
1351,linkb015__tu,0.0,0.0,
1760,paymnt04__tu,0.0,0.0,
1051,agg503__tu,0.0,0.0,
1050,agg502__tu,0.0,0.0,
1348,linkb003__tu,0.0,0.0,
301,revs102__tu,0.0,0.0,
948,linkt009__tu,0.0,0.0,
1394,g100s__tu,0.0,0.0,
1869,au57s__tu,0.0,0.0,
110,revs117__tu,0.0,0.0,
79,revs901__tu,0.0,0.0,
1795,agg710__tu,0.0,0.0,
111,revs118__tu,0.0,0.0,
694,inquiryshortterm12month__ln,0.0,0.0,
1496,br33s__tu,0.0,0.0,
109,revs116__tu,0.0,0.0,
1822,agg824__tu,0.0,0.0,
1703,rvlr29__tu,0.0,0.0,
1117,agg606__tu,0.0,0.0,
29,all233__tu,0.0,0.0,
461,au201s__tu,0.0,0.0,
411,re32s__tu,0.0,0.0,
357,st28s__tu,0.0,0.0,
1263,linkf021__tu,0.0,0.0,
961,linkf212__tu,0.0,0.0,
1160,agg308__tu,0.0,0.0,
1925,bc110s__tu,0.0,0.0,
1033,linkf127__tu,0.0,0.0,
884,addrchangecount24month__ln,0.0,0.0,
1926,bi01s__tu,0.0,0.0,
1003,linkf097__tu,0.0,0.0,
1357,linkb008__tu,0.0,0.0,
1288,linkf046__tu,0.0,0.0,
1811,agg823__tu,0.0,0.0,
465,au205s__tu,0.0,0.0,
1256,linkf014__tu,0.0,0.0,
1890,au02s__tu,0.0,0.0,
691,addrinputdeedmailing__ln,0.0,0.0,
1347,linkb002__tu,0.0,0.0,
129,aut235__tu,0.0,0.0,
915,linkf166__tu,0.0,0.0,
1076,agg413__tu,0.0,0.0,
761,profliccount__ln,0.0,0.0,
999,linkf093__tu,0.0,0.0,
1352,linkb016__tu,0.0,0.0,
763,businessassociation__ln,0.0,0.0,
1961,aggs108__tu,0.0,0.0,
1077,agg414__tu,0.0,0.0,
895,linkf186__tu,0.0,0.0,
1280,linkf077__tu,0.0,0.0,
1116,agg605__tu,0.0,0.0,
339,st32s__tu,0.0,0.0,
954,linkf205__tu,0.0,0.0,
1176,agg307__tu,0.0,0.0,
1847,trv03__tu,0.0,0.0,
1402,agg709__tu,0.0,0.0,
108,revs115__tu,0.0,0.0,
280,revs103__tu,0.0,0.0,
1285,linkf063__tu,0.0,0.0,
1942,aggs904__tu,0.0,0.0,
463,au203s__tu,0.0,0.0,
288,rt36s__tu,0.0,0.0,
1814,trv09__tu,0.0,0.0,
1228,linkf033__tu,0.0,0.0,
1249,linkf007__tu,0.0,0.0,
1002,linkf096__tu,0.0,0.0,
1078,agg415__tu,0.0,0.0,
1783,agg822__tu,0.0,0.0,
1294,linkf052__tu,0.0,0.0,
391,of01s__tu,0.0,0.0,
407,re28s__tu,0.0,0.0,
1788,agg818__tu,0.0,0.0,
1200,linka029__tu,0.0,0.0,
1242,linkf039__tu,0.0,0.0,
1250,linkf008__tu,0.0,0.0,
1873,au06s__tu,0.0,0.0,
1995,aggs910__tu,0.0,0.0,
1097,agg701__tu,0.0,0.0,
1935,aggs121__tu,0.0,0.0,
80,revs902__tu,0.0,0.0,
1215,linka052__tu,0.0,0.0,
1991,aggs906__tu,0.0,0.0,
1934,aggs120__tu,0.0,0.0,
6,rev317__tu,0.0,0.0,
535,us01s__tu,0.0,0.0,
1382,agg708__tu,0.0,0.0,
826,addrcurrentdeedmailing__ln,0.0,0.0,
1557,in57s__tu,0.0,0.0,
1115,agg604__tu,0.0,0.0,
908,linkf182__tu,0.0,0.0,
466,au206s__tu,0.0,0.0,
938,linkd002__tu,0.0,0.0,
1533,fi33s__tu,0.0,0.0,
106,revs113__tu,0.0,0.0,
28,per234__tu,0.0,0.0,
139,rev235__tu,0.0,0.0,
960,linkf211__tu,0.0,0.0,
1216,linka051__tu,0.0,0.0,
1898,bi28s__tu,0.0,0.0,
279,revs105__tu,0.0,0.0,
3,all255__tu,0.0,0.0,
1450,g212s__tu,0.0,0.0,
1790,agg820__tu,0.0,0.0,
1381,agg707__tu,0.0,0.0,
1291,linkf049__tu,0.0,0.0,
1902,bi32s__tu,0.0,0.0,
1758,paymnt02__tu,0.0,0.0,
1532,fi32s__tu,0.0,0.0,
1528,fi28s__tu,0.0,0.0,
1962,aggs109__tu,0.0,0.0,
107,revs114__tu,0.0,0.0,
1407,g002s__tu,0.0,0.0,
1177,agg306__tu,0.0,0.0,
1217,linka050__tu,0.0,0.0,
1231,linkf028__tu,0.0,0.0,
105,revs112__tu,0.0,0.0,
1380,agg706__tu,0.0,0.0,
1302,linkf060__tu,0.0,0.0,
1081,agg418__tu,0.0,0.0,
1963,aggs110__tu,0.0,0.0,
194,bitdealerapplicantsamecity__app,0.0,0.0,
1865,bc28s__tu,0.0,0.0,
1964,aggs111__tu,0.0,0.0,
1293,linkf051__tu,0.0,0.0,
1888,bc32s__tu,0.0,0.0,
2,all254__tu,0.0,0.0,
1236,linkf034__tu,0.0,0.0,
1079,agg416__tu,0.0,0.0,
1065,agg420__tu,0.0,0.0,
19,revs104__tu,0.0,0.0,
1933,aggs119__tu,0.0,0.0,
683,addronfilecollege__ln,0.0,0.0,
1080,agg417__tu,0.0,0.0,
1193,agg302__tu,0.0,0.0,
60,bkc318__tu,0.0,0.0,
127,aut233__tu,0.0,0.0,
663,assetproppurchasecount12month__ln,0.0,0.0,
1358,linkb009__tu,0.0,0.0,
955,linkf206__tu,0.0,0.0,
1218,linka001__tu,0.0,0.0,
1287,linkf061__tu,0.0,0.0,
1114,agg603__tu,0.0,0.0,
1460,fr57s__tu,0.0,0.0,
577,se01s__tu,0.0,0.0,
27,per232__tu,0.0,0.0,
1481,br36s__tu,0.0,0.0,
1277,linkf074__tu,0.0,0.0,
1903,bi33s__tu,0.0,0.0,
1178,agg305__tu,0.0,0.0,
20,per233__tu,0.0,0.0,
1273,linkf070__tu,0.0,0.0,
1,all253__tu,0.0,0.0,
26,per231__tu,0.0,0.0,
1064,agg421__tu,0.0,0.0,
758,educationprogramattended__ln,0.0,0.0,
5,rev316__tu,0.0,0.0,
332,st101s__tu,0.0,0.0,
1491,br28s__tu,0.0,0.0,
1861,bc33s__tu,0.0,0.0,
1101,agg705__tu,0.0,0.0,
1066,agg419__tu,0.0,0.0,
1965,aggs112__tu,0.0,0.0,
1573,in31s__tu,0.0,0.0,
102,revs109__tu,0.0,0.0,
1949,aggs114__tu,0.0,0.0,
1063,agg422__tu,0.0,0.0,
1932,aggs118__tu,0.0,0.0,
1098,agg702__tu,0.0,0.0,
1224,linka049__tu,0.0,0.0,
104,revs111__tu,0.0,0.0,
965,linkt003__tu,0.0,0.0,
930,linkf201__tu,0.0,0.0,
1724,rvlr11__tu,0.0,0.0,
1303,linkf006__tu,0.0,0.0,
99,revs106__tu,0.0,0.0,
1194,agg303__tu,0.0,0.0,
100,revs107__tu,0.0,0.0,
602,bitservicecontract__app,0.0,0.0,
1001,linkf095__tu,0.0,0.0,
36,all232__tu,0.0,0.0,
693,inquirycollections12month__ln,0.0,0.0,
1404,g001s__tu,0.0,0.0,
1000,linkf094__tu,0.0,0.0,
424,pb28s__tu,0.0,0.0,
1048,agg424__tu,0.0,0.0,
1948,aggs115__tu,0.0,0.0,
1950,aggs113__tu,0.0,0.0,
876,addrpreviousownershipindex__ln,0.0,0.0,
860,addrinputproblems__ln,0.0,0.0,
1751,cv23__tu,0.0,0.0,
1286,linkf062__tu,0.0,0.0,
1725,rvlr12__tu,0.0,0.0,
1789,agg819__tu,0.0,0.0,
101,revs108__tu,0.0,0.0,
760,educationinstitutionrating__ln,0.0,0.0,
1047,agg423__tu,0.0,0.0,
1100,agg704__tu,0.0,0.0,
1112,agg601__tu,0.0,0.0,
1230,linkf027__tu,0.0,0.0,
345,st01s__tu,0.0,0.0,
1761,paymnt05__tu,0.0,0.0,
1113,agg602__tu,0.0,0.0,
30,per235__tu,0.0,0.0,
103,revs110__tu,0.0,0.0,
855,addrinputavmvalue60month__ln,0.0,0.0,
946,linkd007__tu,0.0,0.0,
1810,agg821__tu,0.0,0.0,
1726,rvlr13__tu,0.0,0.0,
1099,agg703__tu,0.0,0.0,
839,addrcurrentavmvalue60month__ln,0.0,0.0,
891,linkf190__tu,0.0,0.0,
312,rt06s__tu,0.0,0.0,
1931,aggs117__tu,0.0,0.0,
985,linkf118__tu,0.0,0.0,
1833,trv05__tu,0.0,0.0,
1223,linka048__tu,0.0,0.0,
128,aut234__tu,0.0,0.0,
1283,linkf080__tu,0.0,0.0,
1179,agg304__tu,0.0,0.0,
1947,aggs116__tu,0.0,0.0,
181,rvlr78__tu,,,
183,dealerstate__app,,,
187,bitrolled__app,,,
190,rvlr79__tu,,,
191,dealercity__app,,,
192,dealerzip__app,,,
196,strdealershiptrackertype__app,,,
198,rvlr80__tu,,,
199,rvlr81__tu,,,
200,strcity__app,,,
201,strname__app,,,
202,strzipcode__app,,,
204,bitsystemdecline__app,,,
592,fltaddfee__app,0.0,0.0,
604,strvehicletype__app,,,
606,dealerstampcreation__app,,,
622,applicationdate__app,,,
623,dtmfunded__app,,,
631,vehiclemake__app,,,
712,assetindexprimaryfactor__ln,,,
718,inputprovidedlexid__ln,0.0,0.0,
735,fltinsureddisabilitypremium__app,0.0,0.0,
737,fltinsuredlifepremium__app,0.0,0.0,
738,fltinsuredunemploymentamount__app,0.0,0.0,
739,fltinsuredunemploymentpremium__app,0.0,0.0,
777,subjectstabilityprimaryfactor__ln,,,
779,subjectabilityprimaryfactor__ln,,,
781,subjectwillingnessprimaryfactor__ln,,,
786,addrinputdwelltype__ln,,,
788,linkc010__tu,0.0,0.0,
829,addrcurrentdwelltype__ln,,,
877,addrpreviousdwelltype__ln,,,
1235,linkf032__tu,,,
1360,linkf001__tu,,,
1697,rvlr23__tu,,,
1698,rvlr24__tu,,,
1699,rvlr25__tu,,,
1700,rvlr26__tu,,,
1701,rvlr27__tu,,,
1702,rvlr28__tu,,,
1713,rvlr22__tu,,,
1714,rvlr21__tu,,,
1715,rvlr20__tu,,,
1716,rvlr19__tu,,,
1727,rvlr14__tu,,,
1728,rvlr15__tu,,,
1729,rvlr16__tu,,,
1730,rvlr17__tu,,,
1731,rvlr18__tu,,,
