feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped
s073b__tu,0.7049500597700674,0.7018445093141834,0.7028636048606417,-0.0010190955464582,0
g099a__tu,0.7071100824665255,0.7018505381360104,0.7028636048606417,-0.0010130667246313,0
linkf151__tu,0.7039805115208875,0.7018507849168522,0.7028636048606417,-0.0010128199437895,0
bkc84__tu,0.709594942052666,0.7018577939461704,0.7028636048606417,-0.0010058109144712,0
fi34s__tu,0.7099714419864305,0.7018635485401744,0.7028636048606417,-0.0010000563204672,0
au203s__tu,0.7057751849146106,0.7018702460494367,0.7028636048606417,-0.0009933588112049,0
au24s__tu,0.7033194495373721,0.7018755397761433,0.7028636048606417,-0.0009880650844984,0
linkf076__tu,0.701890398499099,0.7018855440416976,0.7028636048606417,-0.0009780608189441,0
balmag01__tu,0.7054965527551681,0.7018943737420165,0.7028636048606417,-0.0009692311186252,0
agg902__tu,0.7039726178431012,0.7018980152623276,0.7028636048606417,-0.000965589598314,0
linkf113__tu,0.7085184226905676,0.7019089132041471,0.7028636048606417,-0.0009546916564946,0
criminalnonfelonycount__ln,0.706903402293833,0.7019093926284058,0.7028636048606417,-0.0009542122322359,0
trv10__tu,0.7082831539561119,0.7019124593159484,0.7028636048606417,-0.0009511455446933,0
linka015__tu,0.7065735547527154,0.7019201072804289,0.7028636048606417,-0.0009434975802128,0
g225s__tu,0.7063167256691699,0.7019349811117498,0.7028636048606417,-0.0009286237488919,0
fltgrossmonthly__income_count,0.7067106868216345,0.701937004622949,0.7028636048606417,-0.0009266002376927,0
g003c__tu,0.7038990558053897,0.7019382892308382,0.7028636048606417,-0.0009253156298034,0
trv13__tu,0.7051671561160024,0.7019518229362224,0.7028636048606417,-0.0009117819244193,0
in57s__tu,0.7071587799401077,0.7019530522043742,0.7028636048606417,-0.0009105526562674,0
bkc320__tu,0.7083318435370382,0.7019618034610926,0.7028636048606417,-0.000901801399549,0
derogseverityindex__ln,0.7067281876575215,0.7019647807135058,0.7028636048606417,-0.0008988241471359,0
rev203__tu,0.7044020642650888,0.7019883913839198,0.7028636048606417,-0.0008752134767219,0
std201__tu,0.7052356858101769,0.7019916197348202,0.7028636048606417,-0.0008719851258215,0
s071b__tu,0.7055619927495725,0.7019943281087058,0.7028636048606417,-0.0008692767519359,0
g404s__tu,0.7042515921750196,0.7020013060611635,0.7028636048606417,-0.0008622987994781,0
g217s__tu,0.70571419965792,0.7020072666030519,0.7028636048606417,-0.0008563382575897,0
re21s__tu,0.7053064420521147,0.7020105132179763,0.7028636048606417,-0.0008530916426654,0
re01s__tu,0.7035321182334509,0.7020139410593971,0.7028636048606417,-0.0008496638012446,0
confirmationinputaddress__ln,0.7038362892740283,0.7020156643859524,0.7028636048606417,-0.0008479404746892,0
g042s__tu,0.7061812634438321,0.702018949796007,0.7028636048606417,-0.0008446550646347,0
g408s__tu,0.7052957282292226,0.7020236786880334,0.7028636048606417,-0.0008399261726083,0
at31s__tu,0.7062128817020553,0.7020281062618748,0.7028636048606417,-0.0008354985987668,0
fr21s__tu,0.7056692348232492,0.7020309961424581,0.7028636048606417,-0.0008326087181835,0
linkf109__tu,0.7077889205008304,0.7020384094256944,0.7028636048606417,-0.0008251954349473,0
criminalfelonycount__ln,0.7066862465691868,0.7020510585486159,0.7028636048606417,-0.0008125463120257,0
at01a__tu,0.7060907938492993,0.7020517200399747,0.7028636048606417,-0.0008118848206669,0
addronfilecount__ln,0.7070947643713239,0.7020522461814162,0.7028636048606417,-0.0008113586792255,0
bankruptcytimenewest__ln,0.7065895301797243,0.7020560068763938,0.7028636048606417,-0.0008075979842478,0
re20s__tu,0.7075220664654435,0.7020619314379002,0.7028636048606417,-0.0008016734227415,0
linkf110__tu,0.7068178409479358,0.7020640401684745,0.7028636048606417,-0.0007995646921672,0
linka009__tu,0.7060846529163703,0.7020707683088229,0.7028636048606417,-0.0007928365518188,0
trv04__tu,0.7056067012387948,0.7020728452365603,0.7028636048606417,-0.0007907596240813,0
trv01__tu,0.7096007472488763,0.7020779621308348,0.7028636048606417,-0.0007856427298068,0
linkf171__tu,0.7053418724615541,0.7020807377020637,0.7028636048606417,-0.000782867158578,0
g232s__tu,0.706851333628213,0.7020864772416212,0.7028636048606417,-0.0007771276190204,0
rev14__tu,0.7036705544598761,0.7020960604157123,0.7028636048606417,-0.0007675444449294,0
mt25s__tu,0.7084234666591924,0.7020985744827998,0.7028636048606417,-0.0007650303778419,0
g250b__tu,0.7067543533278882,0.7021099530715741,0.7028636048606417,-0.0007536517890676,0
rev224__tu,0.7087451245688537,0.7021105532370788,0.7028636048606417,-0.0007530516235628,0
paymnt11__tu,0.7035662075653275,0.7021149812566948,0.7028636048606417,-0.0007486236039468,0
linka049__tu,0.7085805262986191,0.7021200884967642,0.7028636048606417,-0.0007435163638774,0
linkf084__tu,0.708402234860948,0.7021202501346493,0.7028636048606417,-0.0007433547259924,0
au25s__tu,0.7092516683869335,0.7021278117716863,0.7028636048606417,-0.0007357930889554,0
trv06__tu,0.7044413201036963,0.702129998882179,0.7028636048606417,-0.0007336059784627,0
addrinputtaxmarketvalue__ln,0.7030387297271593,0.7021330678495402,0.7028636048606417,-0.0007305370111014,0
fc04s__tu,0.7101959861288974,0.7021338594179396,0.7028636048606417,-0.0007297454427021,0
confirmationinputssn__ln,0.7060094798863168,0.7021360947739849,0.7028636048606417,-0.0007275100866568,0
g418s__tu,0.7083014572712689,0.7021429080827626,0.7028636048606417,-0.0007206967778791,0
linka006__tu,0.7088069973443695,0.7021462299826559,0.7028636048606417,-0.0007173748779858,0
bkc122__tu,0.7095207467705406,0.7021476456100807,0.7028636048606417,-0.000715959250561,0
rp01s__tu,0.7079194549491122,0.7021487615113728,0.7028636048606417,-0.0007148433492688,0
fi01s__tu,0.7078365322829865,0.7021550300580659,0.7028636048606417,-0.0007085748025758,0
ret235__tu,0.7080410030111597,0.7021583712408964,0.7028636048606417,-0.0007052336197452,0
linkf036__tu,0.7064061536244127,0.702168243264219,0.7028636048606417,-0.0006953615964226,0
bc104s__tu,0.7065566826157184,0.7021748327177082,0.7028636048606417,-0.0006887721429335,0
mt01s__tu,0.7084972554635715,0.7021753398564133,0.7028636048606417,-0.0006882650042283,0
st33s__tu,0.7082090238399479,0.7021818959022773,0.7028636048606417,-0.0006817089583643,0
std222__tu,0.7012102015786986,0.7021904858777306,0.7028636048606417,-0.0006731189829111,0
lienjudgmentseverityindex__ln,0.7052041137528287,0.7021970269965121,0.7028636048606417,-0.0006665778641296,0
bkc322__tu,0.7093738628234152,0.7021988632186796,0.7028636048606417,-0.000664741641962,0
agg910__tu,0.7074914489084019,0.7022050665549107,0.7028636048606417,-0.000658538305731,0
g960s__tu,0.7100913847283286,0.7022080830609652,0.7028636048606417,-0.0006555217996765,0
linka004__tu,0.7081485432365556,0.7022121128509891,0.7028636048606417,-0.0006514920096526,0
rp03s__tu,0.7078552718862802,0.702212976864136,0.7028636048606417,-0.0006506279965057,0
ssnproblems__ln,0.7071984303756386,0.7022214299613014,0.7028636048606417,-0.0006421748993402,0
g250c__tu,0.7070638723330589,0.7022265846190562,0.7028636048606417,-0.0006370202415855,0
g212s__tu,0.7046209742153994,0.7022294439067626,0.7028636048606417,-0.0006341609538791,0
addrinputdwelltype__ln,0.7087534888787371,0.702235102455436,0.7028636048606417,-0.0006285024052057,0
co06s__tu,0.7037625592730723,0.7022354832106619,0.7028636048606417,-0.0006281216499798,0
ret255__tu,0.70939136704379,0.7022450395618561,0.7028636048606417,-0.0006185652987855,0
subjectabilityprimaryfactor__ln,0.7069345317079772,0.7022463245391016,0.7028636048606417,-0.00061728032154,0
