feature,bin,min,max,count,prop,target,bin_label
ENG-loan_to_value_binned,-0.03007713631073348,1.1309614730878188,2.549193,45184,0.8442451420029895,0.1115217776203966,6
rev322__tu_binned,-0.06929454812442402,0.0,0.0,38643,0.7220291479820627,0.11546722562948011,1
rev322__tu_binned,0.12333678800669519,1.0,28.0,2788,0.05209267563527653,0.09720229555236728,2
rev322__tu_binned,0.21841991439572891,29.0,112761.0,12089,0.2258781763826607,0.08917197452229299,3
balmag01__tu_binned,0.527801800741116,0.0,123.0,4356,0.08139013452914798,0.06703397612488522,1
balmag01__tu_binned,0.19600239365245958,124.0,209.0,8142,0.15213004484304932,0.09100957995578482,2
balmag01__tu_binned,0.06892376346014854,210.0,257.0,6769,0.1264760837070254,0.10208302555768947,3
balmag01__tu_binned,-0.08114541934217112,258.0,301.0,12144,0.22690582959641256,0.11668313570487483,4
balmag01__tu_binned,-0.12016450128110236,302.0,600.0,22109,0.41309790732436474,0.12076529919942106,5
g232s__tu_binned,0.41034738728141185,0.0,2.0,3705,0.06922645739910314,0.0747638326585695,1
g232s__tu_binned,0.2511876375546546,3.0,4.0,6251,0.11679745889387146,0.0865461526155815,2
g232s__tu_binned,0.15072773422210073,5.0,5.0,3343,0.062462630792227206,0.09482500747831289,3
g232s__tu_binned,0.14341500075214955,6.0,6.0,3520,0.06576980568011959,0.09545454545454546,4
g232s__tu_binned,0.04200263086208074,7.0,7.0,3146,0.058781763826606874,0.10457724094087731,5
g232s__tu_binned,0.030594254400392176,8.0,12.0,13185,0.24635650224215247,0.1056503602578688,6
g232s__tu_binned,-0.01883213654171507,13.0,15.0,5407,0.10102765321375187,0.11041242833364158,7
g232s__tu_binned,-0.10182812435697028,16.0,20.0,5958,0.11132286995515694,0.11883182275931521,8
g232s__tu_binned,-0.31120406970947034,21.0,31.0,5829,0.10891255605381166,0.14256304683479157,9
g232s__tu_binned,-0.38452914332921095,32.0,383.0,3176,0.059342301943198804,0.1517632241813602,10
g002s__tu_binned,0.11431804620731328,0.0,0.0,33593,0.6276718983557549,0.09799660643586461,1
g002s__tu_binned,-0.172299512945861,1.0,37.0,19927,0.3723281016442451,0.12641140161589803,2
