indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ30_10,0.07824477927570711,0.3629242819843342,2021-10,2022-02,30,300
DQ30_11,0.08934707903780069,0.39947780678851175,2021-10,2022-02,30,330
DQ30_12,0.0999206978588422,0.4151436031331593,2021-10,2022-02,30,360
DQ30_13,0.11075865715040972,0.4464751958224543,2021-10,2022-02,30,390
DQ30_14,0.12080359503039916,0.4751958224543081,2021-10,2022-02,30,420
DQ30_15,0.12899814961670633,0.48825065274151436,2021-10,2022-02,30,450
DQ30_16,0.13851440655564368,0.5091383812010444,2021-10,2022-02,30,480
DQ30_17,0.14803066349458102,0.5326370757180157,2021-10,2022-02,30,510
DQ30_18,0.1604546656093048,0.5404699738903395,2021-10,2022-02,30,540
DQ30_19,0.17023526301876818,0.566579634464752,2021-10,2022-02,30,570
DQ30_20,0.1845096484271742,0.577023498694517,2021-10,2022-02,30,600
DQ30_21,0.19878403383558021,0.587467362924282,2021-10,2022-02,30,630
DQ30_22,0.2064499074808353,0.597911227154047,2021-10,2022-02,30,660
DQ30_23,0.21464446206714247,0.6240208877284595,2021-10,2022-02,30,690
DQ30_24,0.2231033571239757,0.6318537859007833,2021-10,2022-02,30,720
DQ60_3,0.0013217023526301878,0.03655352480417755,2021-10,2022-02,60,90
DQ60_4,0.003436426116838488,0.05221932114882506,2021-10,2022-02,60,120
DQ60_5,0.007137192704203013,0.08093994778067885,2021-10,2022-02,60,150
DQ60_6,0.010837959291567539,0.08616187989556136,2021-10,2022-02,60,180
DQ60_7,0.018503832936822628,0.1122715404699739,2021-10,2022-02,60,210
DQ60_8,0.025112344699973567,0.1227154046997389,2021-10,2022-02,60,240
DQ60_9,0.028813111287338093,0.13577023498694518,2021-10,2022-02,60,270
DQ60_10,0.032778218345228656,0.1462140992167102,2021-10,2022-02,60,300
DQ60_11,0.03542162305048903,0.1566579634464752,2021-10,2022-02,60,330
DQ60_12,0.04176579434311393,0.17493472584856398,2021-10,2022-02,60,360
DQ60_13,0.047581284694686754,0.21409921671018275,2021-10,2022-02,60,390
DQ60_14,0.05471847739888977,0.25326370757180156,2021-10,2022-02,60,420
DQ60_15,0.06106264869151467,0.27676240208877284,2021-10,2022-02,60,450
