feature,bin,min,max,count,prop,target,bin_label
at30s__tu_binned,0.0014988304956369,65.0,84.0,2602,0.1040051163162523,0.4853958493466564,2
at30s__tu_binned,-0.0176041086622335,85.0,100.0,17902,0.7155647933487889,0.4901686962350575,3
at31s__tu_binned,0.1407835445662263,0.0,30.0,3694,0.1476536893436725,0.4507309149972929,1
at31s__tu_binned,0.083805681376422,31.0,64.0,3345,0.1337037333120153,0.4648729446935725,2
at31s__tu_binned,-0.0065581855199775,65.0,94.0,3693,0.1476137181229515,0.487408610885459,3
at31s__tu_binned,-0.0541344470146985,95.0,100.0,14286,0.5710288592213606,0.49930001399972,4
at34a__tu_binned,0.1233126399463111,0.0,65.0,4595,0.1836677592133663,0.4550598476605005,1
at34a__tu_binned,0.1162698193996342,66.0,80.0,2211,0.0883763690143097,0.4568068747173224,2
at34a__tu_binned,0.0032988650631925,81.0,88.0,1860,0.0743464705412103,0.4849462365591397,3
at34a__tu_binned,-0.0307177083957372,89.0,98.0,3662,0.1463746102805979,0.4934462042599672,4
at34a__tu_binned,-0.0563039751724713,99.0,512.0,12690,0.5072347909505156,0.4998423955870764,5
at34b__tu_binned,0.138632390698931,0.0,65.0,4709,0.1882244783755695,0.4512635379061371,1
at34b__tu_binned,0.1107234198569862,66.0,80.0,2224,0.0888959948836837,0.45818345323741,2
at34b__tu_binned,0.0023182625980194,81.0,88.0,1857,0.074226556879047,0.485191168551427,3
at34b__tu_binned,-0.0546564875320504,89.0,98.0,3512,0.1403789271724358,0.4994305239179954,4
at34b__tu_binned,-0.0556761353654164,99.0,512.0,12716,0.5082740426892637,0.4996854356715948,5
